Row_ID,Sprint #,Year,Sprint_Number,Application_Name,Team_Name,Complexity,User story count,test case count,QE_Phase,AI_Used,Baseline_Effort,Actual_Effort,AI_Used_Flag,Effort_Saved,Productivity_Improvement_Pct,Actual_to_Baseline_Ratio,Story_to_Test_Ratio,Baseline_Effort_per_Story
91,2023-S18,2023,18,Customer Web Portal,EIP-QA,Medium,15.0,47.0,Automation Development,Yes,16.36,14.0,1,2.3599999999999994,14.425427872860633,0.8557457212713937,2.9375,1.0225
91,2023-S18,2023,18,Customer Web Portal,EIP-QA,Medium,15.0,47.0,Test Execution,No,8.04,7.8,0,0.23999999999999932,2.9850746268656634,0.9701492537313434,2.9375,0.5025
91,2023-S18,2023,18,Customer Web Portal,EIP-QA,Medium,15.0,47.0,Regression Testing,No,16.28,14.47,0,1.8100000000000005,11.11793611793612,0.8888206388206388,2.9375,1.0175
91,2023-S18,2023,18,Customer Web Portal,EIP-QA,Medium,15.0,47.0,Defect Management,No,12.0,11.42,0,0.5800000000000001,4.833333333333334,0.9516666666666667,2.9375,0.75
92,2023-S18,2023,18,CRM Sales & Service,CRM Platform QA,Medium,11.0,38.0,Test Planning,No,12.0,13.0,0,-1.0,-8.333333333333332,1.0833333333333333,3.1666666666666665,1.0
92,2023-S18,2023,18,CRM Sales & Service,CRM Platform QA,Medium,11.0,38.0,Test Design,Yes,,11.4,1,,,,3.1666666666666665,
92,2023-S18,2023,18,CRM Sales & Service,CRM Platform QA,Medium,11.0,38.0,Automation Development,No,16.36,16.74,0,-0.379999999999999,-2.3227383863080626,1.0232273838630805,3.1666666666666665,1.3633333333333333
92,2023-S18,2023,18,CRM Sales & Service,CRM Platform QA,Medium,11.0,38.0,Test Execution,No,6.29,5.61,0,0.6799999999999997,10.810810810810805,0.8918918918918919,3.1666666666666665,0.5241666666666667
92,2023-S18,2023,18,CRM Sales & Service,CRM Platform QA,Medium,11.0,38.0,Regression Testing,No,10.22,9.9249,0,0.2951000000000015,2.887475538160484,0.9711252446183951,3.1666666666666665,0.8516666666666667
92,2023-S18,2023,18,CRM Sales & Service,CRM Platform QA,Medium,11.0,38.0,Defect Management,No,6.0,6.5,0,-0.5,-8.333333333333332,1.0833333333333333,3.1666666666666665,0.5
93,2023-S18,2023,18,Mobile Service App,Mobile & Web QE,Medium,7.0,51.0,Test Planning,No,8.1,8.37,0,-0.2699999999999996,-3.3333333333333286,1.0333333333333332,6.375,1.0125
93,2023-S18,2023,18,Mobile Service App,Mobile & Web QE,Medium,7.0,51.0,Test Design,Yes,22.86,22.0,1,0.8599999999999994,3.762029746281712,0.9623797025371829,6.375,2.8575
93,2023-S18,2023,18,Mobile Service App,Mobile & Web QE,Medium,7.0,51.0,Automation Development,No,16.98,18.38,0,-1.3999999999999986,-8.244994110718483,1.0824499411071848,6.375,2.1225
93,2023-S18,2023,18,Mobile Service App,Mobile & Web QE,Medium,7.0,51.0,Test Execution,No,8.69,10.01,0,-1.3200000000000003,-15.189873417721522,1.1518987341772153,6.375,1.08625
93,2023-S18,2023,18,Mobile Service App,Mobile & Web QE,Medium,7.0,51.0,Regression Testing,No,13.9,14.19,0,-0.28999999999999915,-2.0863309352517923,1.020863309352518,6.375,1.7375
93,2023-S18,2023,18,Mobile Service App,Mobile & Web QE,Medium,7.0,51.0,Defect Management,No,17.19,16.6,0,0.5899999999999999,3.4322280395578817,0.9656777196044212,6.375,2.14875
94,2023-S18,2023,18,Billing & Payments,Billing & Payments QA,High,9.0,57.0,Test Planning,No,12.17,12.19,0,-0.019999999999999574,-0.16433853738701376,1.0016433853738702,5.7,1.217
94,2023-S18,2023,18,Billing & Payments,Billing & Payments QA,High,9.0,57.0,Test Design,No,30.73,32.43,0,-1.6999999999999993,-5.532053368044254,1.0553205336804425,5.7,3.073
94,2023-S18,2023,18,Billing & Payments,Billing & Payments QA,High,9.0,57.0,Automation Development,No,25.0,27.74,0,-2.7399999999999984,-10.959999999999994,1.1096,5.7,2.5
94,2023-S18,2023,18,Billing & Payments,Billing & Payments QA,High,9.0,57.0,Test Execution,No,11.11,12.0,0,-0.8900000000000006,-8.010801080108017,1.08010801080108,5.7,1.111
94,2023-S18,2023,18,Billing & Payments,Billing & Payments QA,High,9.0,57.0,Regression Testing,No,14.4,14.0,0,0.40000000000000036,2.77777777777778,0.9722222222222222,5.7,1.44
94,2023-S18,2023,18,Billing & Payments,Billing & Payments QA,High,9.0,57.0,Defect Management,No,9.5,9.0,0,0.5,5.263157894736842,0.9473684210526315,5.7,0.95
95,2023-S19,2023,19,CRM Sales & Service,CRM Platform QA,Medium,13.0,53.0,Test Planning,No,14.6,14.86,0,-0.2599999999999998,-1.7808219178082179,1.0178082191780822,3.7857142857142856,1.042857142857143
95,2023-S19,2023,19,CRM Sales & Service,CRM Platform QA,Medium,13.0,53.0,Test Design,Yes,23.4,18.3,1,5.099999999999998,21.79487179487179,0.7820512820512822,3.7857142857142856,1.6714285714285713
95,2023-S19,2023,19,CRM Sales & Service,CRM Platform QA,Medium,13.0,53.0,Automation Development,No,19.0,17.84,0,1.1600000000000001,6.105263157894738,0.9389473684210526,3.7857142857142856,1.3571428571428572
95,2023-S19,2023,19,CRM Sales & Service,CRM Platform QA,Medium,13.0,53.0,Test Execution,No,8.9,9.9,0,-1.0,-11.235955056179774,1.1123595505617978,3.7857142857142856,0.6357142857142858
95,2023-S19,2023,19,CRM Sales & Service,CRM Platform QA,Medium,13.0,53.0,Regression Testing,No,17.49,19.38,0,-1.8900000000000006,-10.806174957118357,1.1080617495711835,3.7857142857142856,1.249285714285714
95,2023-S19,2023,19,CRM Sales & Service,CRM Platform QA,Medium,13.0,53.0,Defect Management,No,10.7,10.37,0,0.33000000000000007,3.0841121495327113,0.9691588785046729,3.7857142857142856,0.7642857142857142
96,2023-S19,2023,19,Enterprise Data Platform,Data Platform QA,Medium,8.0,44.0,Test Planning,No,9.81,10.0,0,-0.1899999999999995,-1.9367991845056012,1.019367991845056,4.888888888888889,1.09
96,2023-S19,2023,19,Enterprise Data Platform,Data Platform QA,Medium,8.0,44.0,Test Design,No,19.39,17.3,0,2.09,10.77875193398659,0.8922124806601341,4.888888888888889,2.1544444444444446
96,2023-S19,2023,19,Enterprise Data Platform,Data Platform QA,Medium,8.0,44.0,Automation Development,No,21.89,23.92,0,-2.030000000000001,-9.273640931932395,1.092736409319324,4.888888888888889,2.4322222222222223
96,2023-S19,2023,19,Enterprise Data Platform,Data Platform QA,Medium,8.0,44.0,Test Execution,No,7.3,8.47,0,-1.1700000000000008,-16.027397260273986,1.1602739726027398,4.888888888888889,0.8111111111111111
96,2023-S19,2023,19,Enterprise Data Platform,Data Platform QA,Medium,8.0,44.0,Regression Testing,No,13.6,14.7155,0,-1.1155000000000008,-8.202205882352947,1.0820220588235294,4.888888888888889,1.511111111111111
96,2023-S19,2023,19,Enterprise Data Platform,Data Platform QA,Medium,8.0,44.0,Defect Management,No,8.36,9.31,0,-0.9500000000000011,-11.363636363636378,1.1136363636363638,4.888888888888889,0.9288888888888889
97,2023-S19,2023,19,Legacy Service Platform,Legacy Support QA,High,8.0,84.0,Test Planning,No,10.87,10.86,0,0.009999999999999787,0.09199632014719215,0.9990800367985281,9.333333333333334,1.2077777777777776
97,2023-S19,2023,19,Legacy Service Platform,Legacy Support QA,High,8.0,84.0,Test Design,No,44.15,45.3,0,-1.1499999999999986,-2.6047565118912765,1.0260475651189127,9.333333333333334,4.905555555555555
97,2023-S19,2023,19,Legacy Service Platform,Legacy Support QA,High,8.0,84.0,Automation Development,No,28.55,26.2,0,2.3500000000000014,8.231173380035031,0.9176882661996497,9.333333333333334,3.1722222222222225
97,2023-S19,2023,19,Legacy Service Platform,Legacy Support QA,High,8.0,84.0,Test Execution,No,15.8,13.42,0,2.380000000000001,15.063291139240512,0.8493670886075949,9.333333333333334,1.7555555555555555
97,2023-S19,2023,19,Legacy Service Platform,Legacy Support QA,High,8.0,84.0,Regression Testing,No,19.64,20.96,0,-1.3200000000000003,-6.720977596741346,1.0672097759674135,9.333333333333334,2.1822222222222223
97,2023-S19,2023,19,Legacy Service Platform,Legacy Support QA,High,8.0,84.0,Defect Management,No,20.41,19.0,0,1.4100000000000001,6.908378245957865,0.9309162175404213,9.333333333333334,2.267777777777778
98,2023-S19,2023,19,Billing & Payments,Billing & Payments QA,Medium,12.0,83.0,Test Planning,No,13.49,15.08,0,-1.5899999999999999,-11.78650852483321,1.117865085248332,6.384615384615385,1.0376923076923077
98,2023-S19,2023,19,Billing & Payments,Billing & Payments QA,Medium,12.0,83.0,Test Design,No,35.21,38.26,0,-3.049999999999997,-8.662311843226348,1.0866231184322634,6.384615384615385,2.7084615384615387
98,2023-S19,2023,19,Billing & Payments,Billing & Payments QA,Medium,12.0,83.0,Automation Development,No,37.02,35.59,0,1.4299999999999997,3.8627768773635864,0.9613722312263642,6.384615384615385,2.847692307692308
98,2023-S19,2023,19,Billing & Payments,Billing & Payments QA,Medium,12.0,83.0,Test Execution,No,13.0,14.78,0,-1.7799999999999994,-13.692307692307686,1.136923076923077,6.384615384615385,1.0
98,2023-S19,2023,19,Billing & Payments,Billing & Payments QA,Medium,12.0,83.0,Regression Testing,No,22.7771,22.28,0,0.49709999999999965,2.182455185251852,0.9781754481474815,6.384615384615385,1.7520846153846155
98,2023-S19,2023,19,Billing & Payments,Billing & Payments QA,Medium,12.0,83.0,Defect Management,No,18.05,21.76,0,-3.710000000000001,-20.55401662049862,1.2055401662049863,6.384615384615385,1.3884615384615384
99,2023-S19,2023,19,API Integration Platform,API & Middleware QA,High,16.0,41.0,Test Planning,No,20.27,20.85,0,-0.5800000000000018,-2.8613714849531418,1.0286137148495313,2.411764705882353,1.1923529411764706
99,2023-S19,2023,19,API Integration Platform,API & Middleware QA,High,16.0,41.0,Test Design,Yes,21.75,20.11,1,1.6400000000000006,7.5402298850574745,0.9245977011494253,2.411764705882353,1.2794117647058822
99,2023-S19,2023,19,API Integration Platform,API & Middleware QA,High,16.0,41.0,Automation Development,No,21.14,24.0,0,-2.8599999999999994,-13.528855250709551,1.1352885525070955,2.411764705882353,1.243529411764706
99,2023-S19,2023,19,API Integration Platform,API & Middleware QA,High,16.0,41.0,Test Execution,No,9.04,7.46,0,1.5799999999999992,17.477876106194685,0.8252212389380532,2.411764705882353,0.5317647058823529
99,2023-S19,2023,19,API Integration Platform,API & Middleware QA,High,16.0,41.0,Regression Testing,No,21.0,25.39,0,-4.390000000000001,-20.904761904761905,1.2090476190476191,2.411764705882353,1.2352941176470589
99,2023-S19,2023,19,API Integration Platform,API & Middleware QA,High,16.0,41.0,Defect Management,Yes,17.4,16.45,1,0.9499999999999993,5.459770114942525,0.9454022988505747,2.411764705882353,1.0235294117647058
100,2023-S19,2023,19,Mobile Service App,Mobile & Web QE,Low,14.0,65.0,Test Planning,No,13.44,13.56,0,-0.120000000000001,-0.8928571428571502,1.0089285714285714,4.333333333333333,0.896
100,2023-S19,2023,19,Mobile Service App,Mobile & Web QE,Low,14.0,65.0,Test Design,Yes,23.04,17.51,1,5.529999999999998,24.001736111111104,0.759982638888889,4.333333333333333,1.536
100,2023-S19,2023,19,Mobile Service App,Mobile & Web QE,Low,14.0,65.0,Automation Development,Yes,27.6,24.0,1,3.6000000000000014,13.04347826086957,0.8695652173913043,4.333333333333333,1.84
100,2023-S19,2023,19,Mobile Service App,Mobile & Web QE,Low,14.0,65.0,Test Execution,No,8.9,9.14,0,-0.2400000000000002,-2.696629213483148,1.0269662921348315,4.333333333333333,0.5933333333333334
100,2023-S19,2023,19,Mobile Service App,Mobile & Web QE,Low,14.0,65.0,Regression Testing,No,18.11,18.16,0,-0.05000000000000071,-0.2760905577029305,1.0027609055770292,4.333333333333333,1.2073333333333334
100,2023-S19,2023,19,Mobile Service App,Mobile & Web QE,Low,14.0,65.0,Defect Management,No,11.23,13.67,0,-2.4399999999999995,-21.727515583259123,1.2172751558325912,4.333333333333333,0.7486666666666667
101,2023-S20,2023,20,Billing & Payments,Billing & Payments QA,Low,10.0,116.0,Test Planning,No,10.12,10.05,0,0.06999999999999851,0.6916996047430684,0.9930830039525693,10.545454545454545,0.9199999999999999
101,2023-S20,2023,20,Billing & Payments,Billing & Payments QA,Low,10.0,116.0,Test Design,No,41.0,40.31,0,0.6899999999999977,1.6829268292682873,0.9831707317073172,10.545454545454545,3.727272727272727
101,2023-S20,2023,20,Billing & Payments,Billing & Payments QA,Low,10.0,116.0,Automation Development,No,38.23,38.98,0,-0.75,-1.9618100967826315,1.0196181009678262,10.545454545454545,3.475454545454545
101,2023-S20,2023,20,Billing & Payments,Billing & Payments QA,Low,10.0,116.0,Test Execution,No,14.19,13.2,0,0.9900000000000002,6.976744186046513,0.9302325581395349,10.545454545454545,1.29
101,2023-S20,2023,20,Billing & Payments,Billing & Payments QA,Low,10.0,116.0,Regression Testing,No,31.13,33.54,0,-2.41,-7.741728236427884,1.077417282364279,10.545454545454545,2.83
101,2023-S20,2023,20,Billing & Payments,Billing & Payments QA,Low,10.0,116.0,Defect Management,No,21.7,22.8,0,-1.1000000000000014,-5.069124423963141,1.0506912442396314,10.545454545454545,1.9727272727272727
102,2023-S20,2023,20,Mobile Service App,Mobile & Web QE,High,6.0,83.0,Test Planning,No,8.2834,9.3,0,-1.0166000000000004,-12.2727382475795,1.122727382475795,11.857142857142858,1.1833428571428573
102,2023-S20,2023,20,Mobile Service App,Mobile & Web QE,High,6.0,83.0,Test Design,Yes,45.0,35.51,1,9.490000000000002,21.088888888888892,0.7891111111111111,11.857142857142858,6.428571428571429
102,2023-S20,2023,20,Mobile Service App,Mobile & Web QE,High,6.0,83.0,Automation Development,Yes,42.06,35.75,1,6.310000000000002,15.002377555872567,0.8499762244412743,11.857142857142858,6.008571428571429
102,2023-S20,2023,20,Mobile Service App,Mobile & Web QE,High,6.0,83.0,Test Execution,No,15.55,17.04,0,-1.4899999999999984,-9.581993569131821,1.0958199356913183,11.857142857142858,2.2214285714285715
102,2023-S20,2023,20,Mobile Service App,Mobile & Web QE,High,6.0,83.0,Regression Testing,No,35.9,33.37,0,2.530000000000001,7.047353760445686,0.9295264623955432,11.857142857142858,5.128571428571428
102,2023-S20,2023,20,Mobile Service App,Mobile & Web QE,High,6.0,83.0,Defect Management,No,18.3,20.35,0,-2.0500000000000007,-11.20218579234973,1.1120218579234973,11.857142857142858,2.6142857142857143
103,2023-S20,2023,20,Customer Web Portal,EIP-QA,High,9.0,84.0,Test Planning,No,11.8,11.99,0,-0.1899999999999995,-1.6101694915254194,1.0161016949152541,8.4,1.1800000000000002
103,2023-S20,2023,20,Customer Web Portal,EIP-QA,High,9.0,84.0,Test Design,Yes,45.0,37.85,1,7.149999999999999,15.888888888888886,0.8411111111111111,8.4,4.5
103,2023-S20,2023,20,Customer Web Portal,EIP-QA,High,9.0,84.0,Automation Development,Yes,63.88,46.81,1,17.07,26.7219787100814,0.7327802128991859,8.4,6.388
103,2023-S20,2023,20,Customer Web Portal,EIP-QA,High,9.0,84.0,Test Execution,No,15.8,16.5,0,-0.6999999999999993,-4.430379746835438,1.0443037974683544,8.4,1.58
103,2023-S20,2023,20,Customer Web Portal,EIP-QA,High,9.0,84.0,Regression Testing,No,32.9,35.16,0,-2.259999999999998,-6.869300911854098,1.068693009118541,8.4,3.29
103,2023-S20,2023,20,Customer Web Portal,EIP-QA,High,9.0,84.0,Defect Management,No,22.8,23.92,0,-1.120000000000001,-4.912280701754391,1.049122807017544,8.4,2.2800000000000002
104,2023-S20,2023,20,Enterprise Data Platform,Data Platform QA,High,12.0,32.0,Test Planning,No,11.0,12.8,0,-1.8000000000000007,-16.36363636363637,1.1636363636363638,2.4615384615384617,0.8461538461538461
104,2023-S20,2023,20,Enterprise Data Platform,Data Platform QA,High,12.0,32.0,Test Design,No,11.85,13.0,0,-1.1500000000000004,-9.704641350210974,1.0970464135021096,2.4615384615384617,0.9115384615384615
104,2023-S20,2023,20,Enterprise Data Platform,Data Platform QA,High,12.0,32.0,Automation Development,No,17.0,17.54,0,-0.5399999999999991,-3.176470588235289,1.031764705882353,2.4615384615384617,1.3076923076923077
104,2023-S20,2023,20,Enterprise Data Platform,Data Platform QA,High,12.0,32.0,Test Execution,No,5.0,5.16,0,-0.16000000000000014,-3.200000000000003,1.032,2.4615384615384617,0.38461538461538464
104,2023-S20,2023,20,Enterprise Data Platform,Data Platform QA,High,12.0,32.0,Regression Testing,No,10.17,17.43,0,-7.26,-71.38643067846607,1.7138643067846608,2.4615384615384617,0.7823076923076923
104,2023-S20,2023,20,Enterprise Data Platform,Data Platform QA,High,12.0,32.0,Defect Management,No,9.14,9.9826,0,-0.8425999999999991,-9.218818380743972,1.0921881838074396,2.4615384615384617,0.7030769230769232
105,2023-S20,2023,20,Legacy Service Platform,Legacy Support QA,Medium,18.0,46.0,Test Planning,No,18.67,19.31,0,-0.639999999999997,-3.4279592929833798,1.0342795929298338,2.4210526315789473,0.9826315789473685
105,2023-S20,2023,20,Legacy Service Platform,Legacy Support QA,Medium,18.0,46.0,Test Design,No,19.2,20.49,0,-1.2899999999999991,-6.718749999999996,1.0671875,2.4210526315789473,1.0105263157894737
105,2023-S20,2023,20,Legacy Service Platform,Legacy Support QA,Medium,18.0,46.0,Automation Development,No,28.77,31.56,0,-2.789999999999999,-9.697601668404586,1.0969760166840459,2.4210526315789473,1.5142105263157895
105,2023-S20,2023,20,Legacy Service Platform,Legacy Support QA,Medium,18.0,46.0,Test Execution,No,7.62,8.9,0,-1.2800000000000002,-16.797900262467195,1.167979002624672,2.4210526315789473,0.4010526315789474
105,2023-S20,2023,20,Legacy Service Platform,Legacy Support QA,Medium,18.0,46.0,Regression Testing,No,17.12,15.63,0,1.4900000000000002,8.703271028037383,0.9129672897196262,2.4210526315789473,0.9010526315789474
105,2023-S20,2023,20,Legacy Service Platform,Legacy Support QA,Medium,18.0,46.0,Defect Management,No,9.46,9.15,0,0.3100000000000005,3.276955602537003,0.96723044397463,2.4210526315789473,0.49789473684210533
106,2023-S20,2023,20,CRM Sales & Service,CRM Platform QA,Medium,14.0,64.0,Test Planning,No,15.18,13.16,0,2.0199999999999996,13.30698287220026,0.8669301712779974,4.266666666666667,1.012
106,2023-S20,2023,20,CRM Sales & Service,CRM Platform QA,Medium,14.0,64.0,Test Design,Yes,28.44,25.4,1,3.0400000000000027,10.689170182841078,0.8931082981715892,4.266666666666667,1.8960000000000001
106,2023-S20,2023,20,CRM Sales & Service,CRM Platform QA,Medium,14.0,64.0,Automation Development,No,22.8,23.4,0,-0.5999999999999979,-2.6315789473684115,1.026315789473684,4.266666666666667,1.52
106,2023-S20,2023,20,CRM Sales & Service,CRM Platform QA,Medium,14.0,64.0,Test Execution,No,9.7,10.13,0,-0.4300000000000015,-4.432989690721665,1.0443298969072166,4.266666666666667,0.6466666666666666
106,2023-S20,2023,20,CRM Sales & Service,CRM Platform QA,Medium,14.0,64.0,Regression Testing,No,13.95,13.98,0,-0.030000000000001137,-0.21505376344086838,1.0021505376344086,4.266666666666667,0.9299999999999999
106,2023-S20,2023,20,CRM Sales & Service,CRM Platform QA,Medium,14.0,64.0,Defect Management,No,16.0,15.97,0,0.02999999999999936,0.187499999999996,0.998125,4.266666666666667,1.0666666666666667
107,2024-S01,2024,1,Billing & Payments,Billing & Payments QA,High,14.0,61.0,Test Planning,No,18.02,19.13,0,-1.1099999999999994,-6.159822419533848,1.0615982241953386,4.066666666666666,1.2013333333333334
107,2024-S01,2024,1,Billing & Payments,Billing & Payments QA,High,14.0,61.0,Test Design,No,33.99,32.4,0,1.5900000000000034,4.677846425419251,0.9532215357458075,4.066666666666666,2.266
107,2024-S01,2024,1,Billing & Payments,Billing & Payments QA,High,14.0,61.0,Automation Development,No,33.0,36.05,0,-3.049999999999997,-9.242424242424233,1.0924242424242423,4.066666666666666,2.2
107,2024-S01,2024,1,Billing & Payments,Billing & Payments QA,High,14.0,61.0,Test Execution,No,12.25,12.19,0,0.0600000000000005,0.489795918367351,0.9951020408163265,4.066666666666666,0.8166666666666667
107,2024-S01,2024,1,Billing & Payments,Billing & Payments QA,High,14.0,61.0,Regression Testing,No,25.4635,28.61,0,-3.1464999999999996,-12.356903018045436,1.1235690301804544,4.066666666666666,1.6975666666666667
107,2024-S01,2024,1,Billing & Payments,Billing & Payments QA,High,14.0,61.0,Defect Management,No,19.8,22.0,0,-2.1999999999999993,-11.111111111111107,1.1111111111111112,4.066666666666666,1.32
108,2024-S01,2024,1,Customer Web Portal,EIP-QA,Medium,4.0,45.0,Test Planning,No,6.58,7.1,0,-0.5199999999999996,-7.902735562310023,1.0790273556231003,9.0,1.316
108,2024-S01,2024,1,Customer Web Portal,EIP-QA,Medium,4.0,45.0,Test Design,Yes,19.54,12.3154,1,7.224599999999999,36.97338792221084,0.6302661207778916,9.0,3.908
108,2024-S01,2024,1,Customer Web Portal,EIP-QA,Medium,4.0,45.0,Automation Development,Yes,19.6,15.35,1,4.250000000000002,21.683673469387763,0.7831632653061223,9.0,3.9200000000000004
108,2024-S01,2024,1,Customer Web Portal,EIP-QA,Medium,4.0,45.0,Test Execution,No,7.23,7.27,0,-0.03999999999999915,-0.5532503457814543,1.0055325034578146,9.0,1.4460000000000002
108,2024-S01,2024,1,Customer Web Portal,EIP-QA,Medium,4.0,45.0,Regression Testing,No,16.5,19.86,0,-3.3599999999999994,-20.36363636363636,1.2036363636363636,9.0,3.3
108,2024-S01,2024,1,Customer Web Portal,EIP-QA,Medium,4.0,45.0,Defect Management,No,13.0,12.59,0,0.41000000000000014,3.153846153846155,0.9684615384615385,9.0,2.6
109,2024-S01,2024,1,CRM Sales & Service,CRM Platform QA,Medium,10.0,92.0,Test Planning,No,11.14,11.65,0,-0.5099999999999998,-4.578096947935366,1.0457809694793536,8.363636363636363,1.0127272727272727
109,2024-S01,2024,1,CRM Sales & Service,CRM Platform QA,Medium,10.0,92.0,Test Design,Yes,39.7,32.7097,1,6.990300000000005,17.60780856423175,0.8239219143576825,8.363636363636363,3.6090909090909093
109,2024-S01,2024,1,CRM Sales & Service,CRM Platform QA,Medium,10.0,92.0,Automation Development,No,49.11,45.33,0,3.780000000000001,7.6970067196090435,0.9230299328039095,8.363636363636363,4.464545454545455
109,2024-S01,2024,1,CRM Sales & Service,CRM Platform QA,Medium,10.0,92.0,Test Execution,No,14.0,12.33,0,1.67,11.928571428571429,0.8807142857142857,8.363636363636363,1.2727272727272727
109,2024-S01,2024,1,CRM Sales & Service,CRM Platform QA,Medium,10.0,92.0,Regression Testing,No,32.41,32.0494,0,0.36059999999999803,1.1126195618636163,0.9888738043813639,8.363636363636363,2.946363636363636
109,2024-S01,2024,1,CRM Sales & Service,CRM Platform QA,Medium,10.0,92.0,Defect Management,No,15.42,16.41,0,-0.9900000000000002,-6.420233463035021,1.0642023346303502,8.363636363636363,1.4018181818181819
110,2024-S01,2024,1,Mobile Service App,Mobile & Web QE,Medium,14.0,79.0,Test Planning,No,14.55,17.6,0,-3.0500000000000007,-20.96219931271478,1.209621993127148,5.266666666666667,0.9700000000000001
110,2024-S01,2024,1,Mobile Service App,Mobile & Web QE,Medium,14.0,79.0,Test Design,No,35.5,28.6,0,6.899999999999999,19.436619718309856,0.8056338028169014,5.266666666666667,2.3666666666666667
110,2024-S01,2024,1,Mobile Service App,Mobile & Web QE,Medium,14.0,79.0,Automation Development,Yes,34.85,29.99,1,4.860000000000003,13.94548063127691,0.8605451936872309,5.266666666666667,2.3233333333333333
110,2024-S01,2024,1,Mobile Service App,Mobile & Web QE,Medium,14.0,79.0,Test Execution,No,12.5,12.14,0,0.35999999999999943,2.8799999999999955,0.9712000000000001,5.266666666666667,0.8333333333333334
110,2024-S01,2024,1,Mobile Service App,Mobile & Web QE,Medium,14.0,79.0,Regression Testing,No,24.72,24.65,0,0.07000000000000028,0.28317152103559984,0.997168284789644,5.266666666666667,1.648
110,2024-S01,2024,1,Mobile Service App,Mobile & Web QE,Medium,14.0,79.0,Defect Management,Yes,25.0,20.27,1,4.73,18.92,0.8108,5.266666666666667,1.6666666666666667
111,2024-S02,2024,2,ERP Operations,ERP Operations QA,High,12.0,49.0,Test Planning,No,16.65,15.43,0,1.2199999999999989,7.327327327327321,0.9267267267267267,3.769230769230769,1.2807692307692307
111,2024-S02,2024,2,ERP Operations,ERP Operations QA,High,12.0,49.0,Test Design,No,27.23,27.06,0,0.1700000000000017,0.6243114212265946,0.993756885787734,3.769230769230769,2.0946153846153845
111,2024-S02,2024,2,ERP Operations,ERP Operations QA,High,12.0,49.0,Automation Development,No,32.96,33.0,0,-0.03999999999999915,-0.12135922330096828,1.0012135922330097,3.769230769230769,2.5353846153846153
111,2024-S02,2024,2,ERP Operations,ERP Operations QA,High,12.0,49.0,Test Execution,No,9.8,9.0,0,0.8000000000000007,8.163265306122454,0.9183673469387754,3.769230769230769,0.7538461538461539
111,2024-S02,2024,2,ERP Operations,ERP Operations QA,High,12.0,49.0,Regression Testing,No,21.29,18.44,0,2.849999999999998,13.386566463128219,0.8661343353687178,3.769230769230769,1.6376923076923076
111,2024-S02,2024,2,ERP Operations,ERP Operations QA,High,12.0,49.0,Defect Management,No,20.33,22.98,0,-2.650000000000002,-13.034923757993125,1.1303492375799313,3.769230769230769,1.5638461538461537
112,2024-S02,2024,2,Billing & Payments,Billing & Payments QA,Low,7.0,133.0,Test Planning,No,8.2,8.0,0,0.1999999999999993,2.439024390243894,0.9756097560975611,16.625,1.025
112,2024-S02,2024,2,Billing & Payments,Billing & Payments QA,Low,7.0,133.0,Test Design,No,,55.7,0,,,,16.625,
112,2024-S02,2024,2,Billing & Payments,Billing & Payments QA,Low,7.0,133.0,Automation Development,No,46.8608,54.48,0,-7.619199999999999,-16.259218792679594,1.162592187926796,16.625,5.8576
112,2024-S02,2024,2,Billing & Payments,Billing & Payments QA,Low,7.0,133.0,Test Execution,No,16.77,11.59,0,5.18,30.888491353607634,0.6911150864639237,16.625,2.09625
112,2024-S02,2024,2,Billing & Payments,Billing & Payments QA,Low,7.0,133.0,Regression Testing,No,40.78,38.56,0,2.219999999999999,5.443845022069639,0.9455615497793036,16.625,5.0975
112,2024-S02,2024,2,Billing & Payments,Billing & Payments QA,Low,7.0,133.0,Defect Management,No,30.46,40.05,0,-9.589999999999996,-31.483913328955992,1.31483913328956,16.625,3.8075
113,2024-S02,2024,2,Enterprise Data Platform,Data Platform QA,Medium,18.0,76.0,Test Planning,No,19.26,17.0,0,2.2600000000000016,11.734164070612676,0.8826583592938733,4.0,1.013684210526316
113,2024-S02,2024,2,Enterprise Data Platform,Data Platform QA,Medium,18.0,76.0,Test Design,No,31.97,38.3372,0,-6.367200000000004,-19.91617141069754,1.1991617141069755,4.0,1.6826315789473683
113,2024-S02,2024,2,Enterprise Data Platform,Data Platform QA,Medium,18.0,76.0,Automation Development,No,24.32,25.6,0,-1.2800000000000011,-5.263157894736847,1.0526315789473684,4.0,1.28
113,2024-S02,2024,2,Enterprise Data Platform,Data Platform QA,Medium,18.0,76.0,Test Execution,No,11.78,10.1,0,1.6799999999999997,14.26146010186757,0.8573853989813243,4.0,0.62
113,2024-S02,2024,2,Enterprise Data Platform,Data Platform QA,Medium,18.0,76.0,Regression Testing,No,19.06,19.66,0,-0.6000000000000014,-3.147953830010501,1.031479538300105,4.0,1.003157894736842
113,2024-S02,2024,2,Enterprise Data Platform,Data Platform QA,Medium,18.0,76.0,Defect Management,No,15.0,14.6,0,0.40000000000000036,2.6666666666666687,0.9733333333333333,4.0,0.7894736842105263
114,2024-S02,2024,2,CRM Sales & Service,CRM Platform QA,High,16.0,69.0,Test Planning,No,16.95,16.7673,0,0.18270000000000053,1.0778761061946935,0.989221238938053,4.0588235294117645,0.9970588235294118
