Sprint #,Application_Name,Team_Name,AI Usage Testing Phase (Test Planning),AI Usage Testing Phase (Test Design),AI Usage Testing Phase (Automation Development),AI Usage Testing Phase (Test Execution),AI Usage Testing Phase (Regression Testing),AI Usage Testing Phase (Defect Management),Complexity,User story count,test case count,Baseline effort (Test Planning),Baseline effort (Test Design),Baseline effort (Automation Development),Baseline effort (Test Execution),Baseline effort (Regression Testing),Baseline effort (Defect Management),Actual effort (Test Planning),Actual effort (Test Design),Actual effort (Automation Development),Actual effort (Test Execution),Actual effort (Regression Testing),Actual effort (Defect Management),Year,Sprint_Number,AI_Test Planning,AI_Test Design,AI_Automation Development,AI_Test Execution,AI_Regression Testing,AI_Defect Management,AI_Phase_Count,AI_Adoption_Rate,Total_Baseline_Effort,Total_Actual_Effort,Total_Effort_Saved,Overall_Productivity_Improvement_Pct,Story_to_Test_Ratio
2023-S16,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,Medium,13.0,42.0,15.0,18.83,28.85,7.27,9.89,11.03,15.8,17.8,27.06,6.47,9.06,11.83,2023,16,0,0,0,0,0,0,0,0.0,90.87,88.02,2.8500000000000085,3.1363486299108705,3.0
2023-S16,Mobile Service App,Mobile & Web QE,No,Yes,No,No,No,No,Medium,13.0,23.0,15.0,10.49,14.83,4.8,9.0,5.2399,16.66,9.4,16.42,4.8,8.7,6.23,2023,16,0,1,0,0,0,0,1,0.16666666666666666,59.359899999999996,62.21000000000001,-2.850100000000012,-4.801389490211426,1.6428571428571428
2023-S17,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,Low,3.0,50.0,5.45,18.49,22.79,6.77,9.12,12.6,6.29,17.24,22.43,6.1,8.64,12.6,2023,17,0,0,0,0,0,0,0,0.0,75.22,73.3,1.9200000000000017,2.5525126296197844,12.5
2023-S17,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,Low,9.0,121.0,9.36,44.53,28.68,15.3,36.3,17.51,9.21,41.0,33.14,15.97,33.01,16.08,2023,17,0,0,0,0,0,0,0,0.0,151.67999999999998,148.40999999999997,3.2700000000000102,2.1558544303797538,12.1
2023-S17,Customer Web Portal,EIP-QA,No,Yes,Yes,No,No,No,Medium,10.0,50.0,11.6,21.29,18.2,7.98,18.58,7.81,14.0,28.47,14.0,8.89,18.4,7.55,2023,17,0,1,1,0,0,0,2,0.3333333333333333,85.46000000000001,91.30999999999999,-5.84999999999998,-6.845307746314042,4.545454545454546
2023-S17,Mobile Service App,Mobile & Web QE,No,Yes,No,No,No,No,Medium,3.0,74.0,5.86,26.0,38.72,9.85,21.52,9.6,5.75,21.2,38.47,12.04,21.84,10.0,2023,17,0,1,0,0,0,0,1,0.16666666666666666,111.54999999999998,109.30000000000001,2.2499999999999716,2.0170327207530003,18.5
2023-S18,Customer Web Portal,EIP-QA,No,Yes,Yes,No,No,No,Medium,15.0,47.0,15.1829,19.97,16.36,8.04,16.28,12.0,15.75,16.0,14.0,7.8,14.47,11.42,2023,18,0,1,1,0,0,0,2,0.3333333333333333,87.8329,79.44,8.392899999999997,9.555531014005,2.9375
2023-S18,CRM Sales & Service,CRM Platform QA,No,Yes,No,No,No,No,Medium,11.0,38.0,12.0,,16.36,6.29,10.22,6.0,13.0,11.4,16.74,5.61,9.9249,6.5,2023,18,0,1,0,0,0,0,1,0.16666666666666666,,63.1749,,,3.1666666666666665
2023-S18,Mobile Service App,Mobile & Web QE,No,Yes,No,No,No,No,Medium,7.0,51.0,8.1,22.86,16.98,8.69,13.9,17.19,8.37,22.0,18.38,10.01,14.19,16.6,2023,18,0,1,0,0,0,0,1,0.16666666666666666,87.72,89.55000000000001,-1.8300000000000125,-2.08618331053353,6.375
2023-S18,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,High,9.0,57.0,12.17,30.73,25.0,11.11,14.4,9.5,12.19,32.43,27.74,12.0,14.0,9.0,2023,18,0,0,0,0,0,0,0,0.0,102.91000000000001,107.36,-4.449999999999989,-4.32416674764356,5.7
2023-S19,CRM Sales & Service,CRM Platform QA,No,Yes,No,No,No,No,Medium,13.0,53.0,14.6,23.4,19.0,8.9,17.49,10.7,14.86,18.3,17.84,9.9,19.38,10.37,2023,19,0,1,0,0,0,0,1,0.16666666666666666,94.09,90.65,3.4399999999999977,3.656073971729193,3.7857142857142856
2023-S19,Enterprise Data Platform,Data Platform QA,No,No,No,No,No,No,Medium,8.0,44.0,9.81,19.39,21.89,7.3,13.6,8.36,10.0,17.3,23.92,8.47,14.7155,9.31,2023,19,0,0,0,0,0,0,0,0.0,80.35,83.7155,-3.3655000000000115,-4.188550093341645,4.888888888888889
2023-S19,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,High,8.0,84.0,10.87,44.15,28.55,15.8,19.64,20.41,10.86,45.3,26.2,13.42,20.96,19.0,2023,19,0,0,0,0,0,0,0,0.0,139.42,135.74,3.6799999999999784,2.6395065270405813,9.333333333333334
2023-S19,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,Medium,12.0,83.0,13.49,35.21,37.02,13.0,22.7771,18.05,15.08,38.26,35.59,14.78,22.28,21.76,2023,19,0,0,0,0,0,0,0,0.0,139.5471,147.75,-8.2029,-5.8782303609319,6.384615384615385
2023-S19,API Integration Platform,API & Middleware QA,No,Yes,No,No,No,Yes,High,16.0,41.0,20.27,21.75,21.14,9.04,21.0,17.4,20.85,20.11,24.0,7.46,25.39,16.45,2023,19,0,1,0,0,0,1,2,0.3333333333333333,110.6,114.26,-3.660000000000011,-3.3092224231464837,2.411764705882353
2023-S19,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,No,No,Low,14.0,65.0,13.44,23.04,27.6,8.9,18.11,11.23,13.56,17.51,24.0,9.14,18.16,13.67,2023,19,0,1,1,0,0,0,2,0.3333333333333333,102.32000000000001,96.04,6.280000000000001,6.137607505863957,4.333333333333333
2023-S20,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,Low,10.0,116.0,10.12,41.0,38.23,14.19,31.13,21.7,10.05,40.31,38.98,13.2,33.54,22.8,2023,20,0,0,0,0,0,0,0,0.0,156.36999999999998,158.88000000000002,-2.5100000000000477,-1.6051672315661878,10.545454545454545
2023-S20,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,No,No,High,6.0,83.0,8.2834,45.0,42.06,15.55,35.9,18.3,9.3,35.51,35.75,17.04,33.37,20.35,2023,20,0,1,1,0,0,0,2,0.3333333333333333,165.0934,151.32,13.77340000000001,8.342792625265462,11.857142857142858
2023-S20,Customer Web Portal,EIP-QA,No,Yes,Yes,No,No,No,High,9.0,84.0,11.8,45.0,63.88,15.8,32.9,22.8,11.99,37.85,46.81,16.5,35.16,23.92,2023,20,0,1,1,0,0,0,2,0.3333333333333333,192.18000000000004,172.23000000000002,19.950000000000017,10.380892912894168,8.4
2023-S20,Enterprise Data Platform,Data Platform QA,No,No,No,No,No,No,High,12.0,32.0,11.0,11.85,17.0,5.0,10.17,9.14,12.8,13.0,17.54,5.16,17.43,9.9826,2023,20,0,0,0,0,0,0,0,0.0,64.16,75.91260000000001,-11.752600000000015,-18.317643391521223,2.4615384615384617
2023-S20,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,Medium,18.0,46.0,18.67,19.2,28.77,7.62,17.12,9.46,19.31,20.49,31.56,8.9,15.63,9.15,2023,20,0,0,0,0,0,0,0,0.0,100.84,105.04,-4.200000000000003,-4.165013883379614,2.4210526315789473
2023-S20,CRM Sales & Service,CRM Platform QA,No,Yes,No,No,No,No,Medium,14.0,64.0,15.18,28.44,22.8,9.7,13.95,16.0,13.16,25.4,23.4,10.13,13.98,15.97,2023,20,0,1,0,0,0,0,1,0.16666666666666666,106.07000000000001,102.04,4.030000000000001,3.799377769397568,4.266666666666667
2024-S01,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,High,14.0,61.0,18.02,33.99,33.0,12.25,25.4635,19.8,19.13,32.4,36.05,12.19,28.61,22.0,2024,1,0,0,0,0,0,0,0,0.0,142.5235,150.38,-7.856499999999983,-5.512424266875274,4.066666666666666
2024-S01,Customer Web Portal,EIP-QA,No,Yes,Yes,No,No,No,Medium,4.0,45.0,6.58,19.54,19.6,7.23,16.5,13.0,7.1,12.3154,15.35,7.27,19.86,12.59,2024,1,0,1,1,0,0,0,2,0.3333333333333333,82.45,74.4854,7.964600000000004,9.659915100060648,9.0
2024-S01,CRM Sales & Service,CRM Platform QA,No,Yes,No,No,No,No,Medium,10.0,92.0,11.14,39.7,49.11,14.0,32.41,15.42,11.65,32.7097,45.33,12.33,32.0494,16.41,2024,1,0,1,0,0,0,0,1,0.16666666666666666,161.78,150.4791,11.300900000000013,6.985350475955008,8.363636363636363
2024-S01,Mobile Service App,Mobile & Web QE,No,No,Yes,No,No,Yes,Medium,14.0,79.0,14.55,35.5,34.85,12.5,24.72,25.0,17.6,28.6,29.99,12.14,24.65,20.27,2024,1,0,0,1,0,0,1,2,0.3333333333333333,147.12,133.25,13.870000000000005,9.427678085916263,5.266666666666667
2024-S02,ERP Operations,ERP Operations QA,No,No,No,No,No,No,High,12.0,49.0,16.65,27.23,32.96,9.8,21.29,20.33,15.43,27.06,33.0,9.0,18.44,22.98,2024,2,0,0,0,0,0,0,0,0.0,128.26,125.91,2.3499999999999943,1.8322158116326168,3.769230769230769
2024-S02,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,Low,7.0,133.0,8.2,,46.8608,16.77,40.78,30.46,8.0,55.7,54.48,11.59,38.56,40.05,2024,2,0,0,0,0,0,0,0,0.0,,208.38,,,16.625
2024-S02,Enterprise Data Platform,Data Platform QA,No,No,No,No,No,No,Medium,18.0,76.0,19.26,31.97,24.32,11.78,19.06,15.0,17.0,38.3372,25.6,10.1,19.66,14.6,2024,2,0,0,0,0,0,0,0,0.0,121.39000000000001,125.29719999999999,-3.9071999999999747,-3.218716533487086,4.0
2024-S02,CRM Sales & Service,CRM Platform QA,No,Yes,No,No,No,No,High,16.0,69.0,16.95,30.23,32.9,10.0,22.2,14.2,16.7673,21.0,41.04,12.0,21.8,15.76,2024,2,0,1,0,0,0,0,1,0.16666666666666666,126.48,128.3673,-1.8872999999999962,-1.4921726755218185,4.0588235294117645
2024-S02,API Integration Platform,API & Middleware QA,No,Yes,No,No,No,No,Medium,8.0,94.0,9.6,38.79,49.38,14.21,20.1799,15.1,9.1507,29.29,,16.0,22.0,16.46,2024,2,0,1,0,0,0,0,1,0.16666666666666666,147.25990000000002,,,,10.444444444444445
2024-S02,Customer Web Portal,EIP-QA,No,Yes,Yes,No,No,No,Medium,12.0,82.0,13.26,34.04,31.85,12.55,30.43,13.0,12.47,37.51,24.72,13.88,29.45,13.97,2024,2,0,1,1,0,0,0,2,0.3333333333333333,135.13,132.0,3.1299999999999955,2.3162880189447166,6.3076923076923075
2024-S02,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,No,No,Low,11.0,85.0,12.29,36.19,37.0,13.4,18.84,26.78,12.33,23.21,59.57,13.35,21.39,26.55,2024,2,0,1,1,0,0,0,2,0.3333333333333333,144.5,156.4,-11.900000000000006,-8.235294117647063,7.083333333333333
2024-S03,Customer Web Portal,EIP-QA,No,Yes,Yes,No,No,No,Medium,16.0,55.0,14.13,20.7,26.5,8.0,18.32,8.44,13.7927,15.15,20.05,7.3,19.5,8.01,2024,3,0,1,1,0,0,0,2,0.3333333333333333,96.09,83.8027,12.287300000000002,12.787282755749818,3.235294117647059
2024-S03,API Integration Platform,API & Middleware QA,No,Yes,No,No,No,No,High,15.0,78.0,18.18,41.6,53.72,15.0,38.0,30.78,18.2,33.75,54.85,15.56,41.53,31.99,2024,3,0,1,0,0,0,0,1,0.16666666666666666,197.28,195.88000000000002,1.3999999999999773,0.709651257096501,4.875
2024-S03,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,4.0,60.0,6.37,26.73,33.83,10.12,18.69,15.59,7.39,28.2,36.52,9.18,39.58,17.41,2024,3,0,0,0,0,0,0,0,0.0,111.33000000000001,138.28,-26.94999999999999,-24.207311596155563,12.0
2024-S03,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,No,No,High,7.0,104.0,9.54,55.5,47.7578,19.5,40.85,17.65,10.5,48.84,40.13,21.1,40.06,34.22,2024,3,0,1,1,0,0,0,2,0.3333333333333333,190.7978,194.85,-4.052199999999999,-2.123819037745718,13.0
2024-S03,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,Low,7.0,31.0,7.8,11.92,17.33,4.87,8.91,6.41,8.0,10.6,18.61,4.0,10.8,7.0,2024,3,0,0,0,0,0,0,0,0.0,57.239999999999995,59.010000000000005,-1.7700000000000102,-3.0922431865828273,3.875
2024-S03,CRM Sales & Service,CRM Platform QA,No,Yes,No,No,No,No,High,2.0,45.0,4.26,23.92,25.6,9.22,23.32,10.2096,4.45,13.8,28.0108,9.49,25.87,11.8,2024,3,0,1,0,0,0,0,1,0.16666666666666666,96.52959999999999,93.4208,3.108799999999988,3.2205665412474396,15.0
2024-S03,Enterprise Data Platform,Data Platform QA,No,No,No,No,No,No,Medium,6.0,66.0,7.45,29.5,25.76,9.69,14.17,16.8,8.22,48.64,25.28,7.0,14.3392,16.0,2024,3,0,0,0,0,0,0,0,0.0,103.37,119.4792,-16.1092,-15.584018574054367,9.428571428571429
2024-S04,Enterprise Data Platform,Data Platform QA,No,No,No,No,No,No,Medium,4.0,52.0,6.06,22.98,23.3,8.14,16.67,9.7,6.96,24.4,25.56,7.6,18.01,11.3,2024,4,0,0,0,0,0,0,0,0.0,86.85000000000001,93.83,-6.97999999999999,-8.036845135290719,10.4
2024-S04,CRM Sales & Service,CRM Platform QA,No,Yes,No,No,No,No,Medium,12.0,43.0,13.69,20.01,14.59,7.15,13.93,11.17,13.4,14.32,13.3,7.71,17.0,11.44,2024,4,0,1,0,0,0,0,1,0.16666666666666666,80.54,77.16999999999999,3.3700000000000188,4.184256270176332,3.3076923076923075
2024-S04,Customer Web Portal,EIP-QA,No,No,Yes,No,Yes,No,Medium,9.0,60.0,10.3,26.8,22.0,9.1,21.0,10.65,11.4,20.8,14.62,8.2,17.93,10.0,2024,4,0,0,1,0,1,0,2,0.3333333333333333,99.85000000000001,82.94999999999999,16.90000000000002,16.925388082123202,6.0
2024-S04,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,6.0,44.0,8.03,24.36,39.74,9.3,20.28,12.1,17.04,24.02,42.1471,8.9178,20.51,14.2045,2024,4,0,0,0,0,0,0,0,0.0,113.80999999999999,126.8394,-13.02940000000001,-11.448378877075838,6.285714285714286
2024-S04,API Integration Platform,API & Middleware QA,No,Yes,No,No,No,No,Low,9.0,75.0,10.05,33.51,39.2852,11.2,27.82,14.29,9.5,34.89,35.7,11.0,31.0,,2024,4,0,1,0,0,0,0,1,0.16666666666666666,136.1552,,,,7.5
2024-S04,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,High,3.0,51.0,7.07,28.61,26.43,10.1,14.73,17.59,7.3,31.0,25.31,11.01,15.33,20.38,2024,4,0,0,0,0,0,0,0,0.0,104.53,110.33,-5.799999999999997,-5.548646321630151,12.75
2024-S04,Enterprise Data Platform,Data Platform QA,No,No,No,No,No,No,Medium,4.0,52.0,6.06,22.98,23.3,8.14,16.67,9.7,6.96,24.49,25.56,7.6,18.01,11.3,2024,4,0,0,0,0,0,0,0,0.0,86.85000000000001,93.92,-7.069999999999993,-8.140472078295904,10.4
2024-S04,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,No,No,Medium,12.0,77.0,13.91,33.03,38.7,11.82,21.8,27.46,16.0,25.0,26.65,11.8,,29.9,2024,4,0,1,1,0,0,0,2,0.3333333333333333,146.72,,,,5.923076923076923
2024-S05,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,No,No,Medium,6.0,124.0,7.0,53.0,37.45,18.2056,21.33,29.41,7.8242,53.93,28.5,18.47,23.7152,27.87,2024,5,0,1,1,0,0,0,2,0.3333333333333333,166.3956,160.3094,6.086199999999991,3.6576688325893176,17.714285714285715
2024-S05,Billing & Payments,Billing & Payments QA,No,No,No,Yes,No,No,Low,6.0,48.0,7.11,18.3,22.3,6.84,15.19,11.82,5.7976,17.3,21.7254,6.0,13.9,11.042,2024,5,0,0,0,1,0,0,1,0.16666666666666666,81.56,75.765,5.795000000000002,7.105198626777834,6.857142857142857
2024-S05,API Integration Platform,API & Middleware QA,No,Yes,No,No,No,No,Medium,8.0,67.0,10.37,28.21,34.92,11.35,21.68,16.72,10.03,20.8,38.16,10.87,21.76,17.04,2024,5,0,1,0,0,0,0,1,0.16666666666666666,123.25,118.66,4.590000000000003,3.7241379310344853,7.444444444444445
2024-S05,Customer Web Portal,EIP-QA,No,Yes,Yes,No,No,No,Medium,5.0,57.0,6.69,25.42,22.0,8.91,18.0,11.28,6.9,19.6,18.0,7.68,18.63,13.8,2024,5,0,1,1,0,0,0,2,0.3333333333333333,92.3,84.61,7.689999999999998,8.331527627302272,9.5
2024-S05,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,Low,7.0,55.0,7.12,20.0,32.25,8.24,15.09,7.66,7.85,23.1,32.77,8.41,16.0,7.83,2024,5,0,0,0,0,0,0,0,0.0,90.36,95.96000000000001,-5.6000000000000085,-6.197432492253219,6.875
2024-S05,Enterprise Data Platform,Data Platform QA,No,No,No,No,No,No,Medium,3.0,67.0,5.1,28.16,29.61,10.49,19.7498,20.0,5.2961,28.06,29.28,9.7,20.0,19.01,2024,5,0,0,0,0,0,0,0,0.0,113.1098,111.3461,1.7637,1.5592813354810988,16.75
2024-S05,CRM Sales & Service,CRM Platform QA,No,Yes,No,No,No,No,Low,4.0,51.0,6.87,21.9,32.0,8.29,15.7,7.28,7.84,18.31,30.85,7.67,17.69,7.0,2024,5,0,1,0,0,0,0,1,0.16666666666666666,92.04,89.36,2.680000000000007,2.9117774880486818,10.2
2024-S06,Customer Web Portal,EIP-QA,No,Yes,Yes,No,No,No,High,12.0,63.0,16.3,33.6,41.38,12.65,19.06,13.17,16.1529,15.35,35.36,13.24,22.24,14.0824,2024,6,0,1,1,0,0,0,2,0.3333333333333333,136.16,116.4253,19.734700000000004,14.493757344300825,4.846153846153846
2024-S06,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,Medium,12.0,85.0,12.0,35.53,32.98,13.3,17.35,26.6621,12.8,40.0,29.91,13.79,19.32,28.57,2024,6,0,0,0,0,0,0,0,0.0,137.8221,144.39,-6.56789999999998,-4.765491165785444,6.538461538461538
2024-S06,API Integration Platform,API & Middleware QA,No,No,Yes,No,No,No,Medium,7.0,54.0,9.0,22.79,44.0,8.89,22.29,15.4,8.92,18.79,44.67,8.39,25.08,13.85,2024,6,0,0,1,0,0,0,1,0.16666666666666666,122.37,119.69999999999999,2.670000000000016,2.1819073302280096,6.75
2024-S06,Enterprise Data Platform,Data Platform QA,No,No,No,No,No,No,High,8.0,50.0,11.32,26.04,26.44,11.0,15.36,19.0,11.17,29.9,29.91,11.0,15.4092,18.26,2024,6,0,0,0,0,0,0,0,0.0,109.16,115.64920000000001,-6.489200000000011,-5.94466837669477,5.555555555555555
2024-S06,Enterprise Data Platform,Data Platform QA,No,No,No,No,No,No,High,8.0,50.0,11.32,26.04,26.44,11.0,15.36,19.0,11.17,29.9,30.1,11.0,15.4092,18.26,2024,6,0,0,0,0,0,0,0,0.0,109.16,115.8392,-6.679200000000009,-6.118724807621848,5.555555555555555
2024-S06,Mobile Service App,Mobile & Web QE,No,Yes,No,No,No,No,High,10.0,40.0,12.88,22.4,18.23,8.05,11.46,11.77,24.71,17.3,18.26,8.67,12.57,11.8,2024,6,0,1,0,0,0,0,1,0.16666666666666666,84.79,93.31000000000002,-8.52000000000001,-10.04835475881591,3.6363636363636362
2024-S06,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,No,No,Medium,7.0,47.0,9.63,20.57,14.38,7.6,17.55,13.4,8.5,14.1,13.55,11.4,18.5,13.4,2024,6,0,1,1,0,0,0,2,0.3333333333333333,83.13000000000001,79.45000000000002,3.6799999999999926,4.4268013954047785,5.875
2024-S07,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,No,No,Medium,7.0,125.0,8.5,55.3,35.26,19.31,33.01,21.21,8.1,41.91,30.0,18.25,27.35,23.72,2024,7,0,1,1,0,0,0,2,0.3333333333333333,172.59,149.32999999999998,23.26000000000002,13.477026478938537,15.625
2024-S07,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,No,No,Medium,11.0,54.0,11.62,23.1,22.06,9.1,16.38,14.33,11.5,15.09,28.0,8.68,15.39,14.91,2024,7,0,1,1,0,0,0,2,0.3333333333333333,96.58999999999999,93.57,3.019999999999996,3.1266176622838766,4.5
2024-S07,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,Medium,7.0,72.0,9.16,31.0,29.3,11.48,24.0,17.61,9.97,29.4435,27.44,9.87,42.52,15.5796,2024,7,0,0,0,0,0,0,0,0.0,122.55,134.8231,-12.273100000000014,-10.014769481844157,9.0
2024-S07,Customer Web Portal,EIP-QA,No,Yes,Yes,No,No,No,High,8.0,59.0,11.06,31.2,32.19,11.95,31.14,20.0,13.0,26.74,23.45,13.04,31.3,16.84,2024,7,0,1,1,0,0,0,2,0.3333333333333333,137.54,124.36999999999999,13.170000000000002,9.575396248364115,6.555555555555555
2024-S07,Enterprise Data Platform,Data Platform QA,No,No,No,No,No,No,Medium,9.0,74.0,10.69,30.8,36.66,11.6,25.19,20.3,10.09,34.0,37.12,12.7,26.1768,22.45,2024,7,0,0,0,0,0,0,0,0.0,135.24,142.5368,-7.29679999999999,-5.395445134575562,7.4
2024-S07,API Integration Platform,API & Middleware QA,No,Yes,No,No,No,No,High,11.0,71.0,14.2,38.34,51.54,14.06,19.26,13.26,13.69,28.25,51.63,14.97,17.26,14.79,2024,7,0,1,0,0,0,0,1,0.16666666666666666,150.66,140.59,10.069999999999993,6.6839240674366085,5.916666666666667
2024-S08,API Integration Platform,API & Middleware QA,No,Yes,No,Yes,Yes,No,Medium,6.0,54.0,7.8,24.07,33.56,8.71,12.1,19.7,7.36,18.68,32.1,8.58,7.68,22.19,2024,8,0,1,0,1,1,0,3,0.5,105.94000000000001,96.59,9.350000000000009,8.825750424768744,7.714285714285714
2024-S08,Customer Web Portal,EIP-QA,No,Yes,Yes,No,Yes,No,High,8.0,86.0,11.0,47.42,75.2,16.95,31.49,36.46,11.0,29.22,47.24,17.96,20.84,36.0,2024,8,0,1,1,0,1,0,3,0.5,218.52,162.26000000000002,56.25999999999999,25.74592714625663,9.555555555555555
2024-S08,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,Medium,13.0,90.0,14.2,39.58,27.97,13.63,16.17,22.48,14.21,42.53,31.63,14.34,15.0,24.5,2024,8,0,0,0,0,0,0,0,0.0,134.03,142.21,-8.180000000000007,-6.103111243751404,6.428571428571429
2024-S08,CRM Sales & Service,CRM Platform QA,No,No,Yes,No,No,No,Medium,9.0,76.0,10.53,31.85,35.83,11.2529,16.0,12.73,11.59,22.53,37.03,9.8448,14.4,12.49,2024,8,0,0,1,0,0,0,1,0.16666666666666666,118.19290000000001,107.8848,10.30810000000001,8.721420660631907,7.6
2024-S08,Enterprise Data Platform,Data Platform QA,No,No,No,No,No,No,High,9.0,115.0,12.97,59.88,51.0,21.19,50.0,22.15,13.8,56.0,50.62,23.6,49.98,21.0,2024,8,0,0,0,0,0,0,0,0.0,217.19000000000003,214.99999999999997,2.1900000000000546,1.0083337170219875,11.5
2024-S09,Enterprise Data Platform,Data Platform QA,No,Yes,No,No,No,No,High,9.0,54.0,13.03,29.3148,40.0,11.3409,14.2,11.85,13.0,15.1,37.35,11.17,13.8442,13.57,2024,9,0,1,0,0,0,0,1,0.16666666666666666,119.7357,104.0342,15.701499999999996,13.113465741629268,5.4
2024-S09,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,No,No,Low,11.0,33.0,11.32,12.4,20.18,5.15,9.0,8.62,10.42,8.75,16.13,5.9,9.5,8.75,2024,9,0,1,1,0,0,0,2,0.3333333333333333,66.67,59.449999999999996,7.220000000000006,10.829458527073655,2.75
2024-S09,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,High,9.0,54.0,13.0,30.22,39.49,11.58,18.74,26.78,14.29,31.17,44.28,11.8,23.0,28.85,2024,9,0,0,0,0,0,0,0,0.0,139.81,153.39000000000001,-13.580000000000013,-9.713182175810037,5.4
2024-S09,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,Medium,6.0,51.0,8.05,22.9,20.4359,8.5,14.0,10.0,7.71,24.0,23.37,8.35,16.8,11.51,2024,9,0,0,0,0,0,0,0,0.0,83.88589999999999,91.74000000000001,-7.854100000000017,-9.362836901076363,7.285714285714286
2024-S10,Enterprise Data Platform,Data Platform QA,No,Yes,Yes,No,No,No,Medium,8.0,108.0,10.0,45.16,45.45,16.07,39.62,28.47,9.9586,32.7,,18.7,36.2,28.1,2024,10,0,1,1,0,0,0,2,0.3333333333333333,184.77,,,,12.0
2024-S10,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,No,No,Medium,5.0,76.0,7.14,33.06,40.9,12.12,28.89,16.33,6.32,26.85,34.1,10.21,32.2,13.02,2024,10,0,1,1,0,0,0,2,0.3333333333333333,138.44,122.70000000000002,15.73999999999998,11.369546373880368,12.666666666666666
2024-S10,Legacy Service Platform,Legacy Support QA,No,No,No,No,No,No,Medium,8.0,54.0,9.55,24.0,34.2167,8.39,11.44,7.15,9.67,25.0,36.75,8.55,18.0,7.7,2024,10,0,0,0,0,0,0,0,0.0,94.7467,105.67,-10.923299999999998,-11.528950348666495,6.0
2024-S10,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Low,11.0,57.0,10.78,21.45,28.1,7.8,12.9607,17.0,11.5,23.7413,29.0,7.78,13.64,18.8,2024,10,0,0,0,0,0,0,0,0.0,98.0907,104.4613,-6.370599999999996,-6.494601425007668,4.75
2024-S10,Customer Web Portal,EIP-QA,No,Yes,No,No,Yes,No,Medium,11.0,87.0,,38.68,31.49,13.12,19.0,14.39,12.87,29.05,21.0,12.52,,16.62,2024,10,0,1,0,0,1,0,2,0.3333333333333333,,,,,7.25
2024-S10,API Integration Platform,API & Middleware QA,No,Yes,No,No,No,No,High,11.0,104.0,12.2,44.91,64.0,16.0,33.5,20.1,13.0,53.51,45.99,15.07,37.01,18.6784,2024,10,0,1,0,0,0,0,1,0.16666666666666666,190.71,183.2584,7.451600000000013,3.9072937968643555,8.666666666666666
2024-S11,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,No,No,Medium,8.0,122.0,9.9399,51.53,55.7,17.93,23.9,21.0,9.76,36.84,51.64,21.58,23.73,17.58,2024,11,0,1,1,0,0,0,2,0.3333333333333333,179.99990000000003,161.13,18.86990000000003,10.483283601824239,13.555555555555555
2024-S11,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,No,Medium,8.0,88.0,9.23,39.05,43.7,13.25,32.69,21.56,9.0,41.0,35.72,13.9,33.71,23.481,2024,11,0,1,1,0,1,0,3,0.5,159.48000000000002,156.811,2.669000000000011,1.6735640832706362,9.777777777777779
2024-S11,Enterprise Data Platform,Data Platform QA,No,Yes,No,No,No,No,Medium,11.0,57.0,13.03,23.6,34.0,9.5,21.23,20.0,12.1,20.3,35.8,20.35,24.1,19.83,2024,11,0,1,0,0,0,0,1,0.16666666666666666,121.36,132.47999999999996,-11.119999999999962,-9.162821357943278,4.75
